Date,Product,Usage,DayName,Month,Year
2025-01-29,Chicken Breast Strips,362.0,Wednesday,1,2025
2025-01-30,Chicken Breast Strips,301.0,Thursday,1,2025
2025-01-31,Chicken Breast Strips,183.0,Friday,1,2025
2025-02-01,Chicken Breast Strips,148.0,Saturday,2,2025
2025-02-02,Chicken Breast Strips,335.0,Sunday,2,2025
2025-02-03,Chicken Breast Strips,258.0,Monday,2,2025
2025-02-04,Chicken Breast Strips,3050.0,Tuesday,2,2025
2025-02-05,Chicken Breast Strips,362.0,Wednesday,2,2025
2025-02-06,Chicken Breast Strips,301.0,Thursday,2,2025
2025-02-07,Chicken Breast Strips,183.0,Friday,2,2025
2025-02-08,Chicken Breast Strips,148.0,Saturday,2,2025
2025-02-09,Chicken Breast Strips,335.0,Sunday,2,2025
2025-02-10,Chicken Breast Strips,258.0,Monday,2,2025
2025-02-11,Chicken Breast Strips,3050.0,Tuesday,2,2025
2025-02-12,Chicken Breast Strips,362.0,Wednesday,2,2025
2025-02-13,Chicken Breast Strips,301.0,Thursday,2,2025
2025-02-14,Chicken Breast Strips,183.0,Friday,2,2025
2025-02-15,Chicken Breast Strips,148.0,Saturday,2,2025
2025-02-16,Chicken Breast Strips,335.0,Sunday,2,2025
2025-02-17,Chicken Breast Strips,258.0,Monday,2,2025
2025-02-18,Chicken Breast Strips,3050.0,Tuesday,2,2025
2025-02-19,Chicken Breast Strips,362.0,Wednesday,2,2025
2025-02-20,Chicken Breast Strips,301.0,Thursday,2,2025
2025-02-21,Chicken Breast Strips,183.0,Friday,2,2025
2025-02-22,Chicken Breast Strips,148.0,Saturday,2,2025
2025-02-23,Chicken Breast Strips,335.0,Sunday,2,2025
2025-02-24,Chicken Breast Strips,258.0,Monday,2,2025
2025-02-25,Chicken Breast Strips,3050.0,Tuesday,2,2025
2025-02-26,Chicken Breast Strips,362.0,Wednesday,2,2025
2025-02-27,Chicken Breast Strips,301.0,Thursday,2,2025
2025-02-28,Chicken Breast Strips,183.0,Friday,2,2025
2025-03-01,Chicken Breast Strips,148.0,Saturday,3,2025
2025-03-02,Chicken Breast Strips,335.0,Sunday,3,2025
2025-03-03,Chicken Breast Strips,258.0,Monday,3,2025
2025-03-04,Chicken Breast Strips,3050.0,Tuesday,3,2025
2025-03-05,Chicken Breast Strips,362.0,Wednesday,3,2025
2025-03-06,Chicken Breast Strips,301.0,Thursday,3,2025
2025-03-07,Chicken Breast Strips,183.0,Friday,3,2025
2025-03-08,Chicken Breast Strips,148.0,Saturday,3,2025
2025-03-09,Chicken Breast Strips,335.0,Sunday,3,2025
2025-03-10,Chicken Breast Strips,258.0,Monday,3,2025
2025-03-11,Chicken Breast Strips,3050.0,Tuesday,3,2025
2025-03-12,Chicken Breast Strips,362.0,Wednesday,3,2025
2025-03-13,Chicken Breast Strips,301.0,Thursday,3,2025
2025-03-14,Chicken Breast Strips,183.0,Friday,3,2025
2025-03-15,Chicken Breast Strips,148.0,Saturday,3,2025
2025-03-16,Chicken Breast Strips,335.0,Sunday,3,2025
2025-03-17,Chicken Breast Strips,258.0,Monday,3,2025
2025-03-18,Chicken Breast Strips,3050.0,Tuesday,3,2025
2025-03-19,Chicken Breast Strips,362.0,Wednesday,3,2025
2025-03-20,Chicken Breast Strips,301.0,Thursday,3,2025
2025-03-21,Chicken Breast Strips,183.0,Friday,3,2025
2025-03-22,Chicken Breast Strips,148.0,Saturday,3,2025
2025-03-23,Chicken Breast Strips,335.0,Sunday,3,2025
2025-03-24,Chicken Breast Strips,258.0,Monday,3,2025
2025-03-25,Chicken Breast Strips,3050.0,Tuesday,3,2025
2025-03-26,Chicken Breast Strips,362.0,Wednesday,3,2025
2025-03-27,Chicken Breast Strips,301.0,Thursday,3,2025
2025-03-28,Chicken Breast Strips,183.0,Friday,3,2025
2025-03-29,Chicken Breast Strips,148.0,Saturday,3,2025
2025-03-30,Chicken Breast Strips,335.0,Sunday,3,2025
2025-03-31,Chicken Breast Strips,258.0,Monday,3,2025
2025-04-01,Chicken Breast Strips,3050.0,Tuesday,4,2025
2025-04-02,Chicken Breast Strips,362.0,Wednesday,4,2025
2025-04-03,Chicken Breast Strips,301.0,Thursday,4,2025
2025-04-04,Chicken Breast Strips,183.0,Friday,4,2025
2025-04-05,Chicken Breast Strips,148.0,Saturday,4,2025
2025-04-06,Chicken Breast Strips,335.0,Sunday,4,2025
2025-04-07,Chicken Breast Strips,258.0,Monday,4,2025
2025-04-08,Chicken Breast Strips,3050.0,Tuesday,4,2025
2025-04-09,Chicken Breast Strips,362.0,Wednesday,4,2025
2025-04-10,Chicken Breast Strips,301.0,Thursday,4,2025
2025-04-11,Chicken Breast Strips,183.0,Friday,4,2025
2025-04-12,Chicken Breast Strips,148.0,Saturday,4,2025
2025-04-13,Chicken Breast Strips,335.0,Sunday,4,2025
2025-04-14,Chicken Breast Strips,118.0,Monday,4,2025
2025-04-15,Chicken Breast Strips,1402.0,Tuesday,4,2025
2025-04-16,Chicken Breast Strips,288.0,Wednesday,4,2025
2025-04-17,Chicken Breast Strips,337.0,Thursday,4,2025
2025-04-18,Chicken Breast Strips,97.0,Friday,4,2025
2025-04-19,Chicken Breast Strips,361.0,Saturday,4,2025
2025-04-20,Chicken Breast Strips,706.0,Sunday,4,2025
2025-04-21,Chicken Breast Strips,249.0,Monday,4,2025
2025-04-22,Chicken Breast Strips,2045.0,Tuesday,4,2025
2025-04-23,Chicken Breast Strips,280.0,Wednesday,4,2025
2025-04-24,Chicken Breast Strips,244.0,Thursday,4,2025
2025-04-25,Chicken Breast Strips,165.0,Friday,4,2025
2025-04-26,Chicken Breast Strips,372.0,Saturday,4,2025
2025-04-27,Chicken Breast Strips,248.0,Sunday,4,2025
2025-04-28,Chicken Breast Strips,210.0,Monday,4,2025
2025-04-29,Chicken Breast Strips,2332.0,Tuesday,4,2025
2025-04-30,Chicken Breast Strips,339.0,Wednesday,4,2025
2025-05-01,Chicken Breast Strips,183.0,Thursday,5,2025
2025-05-02,Chicken Breast Strips,122.0,Friday,5,2025
2025-05-03,Chicken Breast Strips,408.0,Saturday,5,2025
2025-05-04,Chicken Breast Strips,232.0,Sunday,5,2025
2025-05-05,Chicken Breast Strips,185.0,Monday,5,2025
2025-05-06,Chicken Breast Strips,2004.0,Tuesday,5,2025
2025-05-07,Chicken Breast Strips,330.0,Wednesday,5,2025
2025-05-08,Chicken Breast Strips,354.0,Thursday,5,2025
2025-05-09,Chicken Breast Strips,3584.0,Friday,5,2025
2025-05-10,Chicken Breast Strips,112.0,Saturday,5,2025
2025-05-11,Chicken Breast Strips,576.0,Sunday,5,2025
2025-05-12,Chicken Breast Strips,205.0,Monday,5,2025
2025-05-13,Chicken Breast Strips,2067.0,Tuesday,5,2025
2025-05-14,Chicken Breast Strips,483.0,Wednesday,5,2025
2025-05-15,Chicken Breast Strips,266.0,Thursday,5,2025
2025-05-16,Chicken Breast Strips,110.0,Friday,5,2025
2025-05-17,Chicken Breast Strips,665.0,Saturday,5,2025
2025-05-18,Chicken Breast Strips,219.0,Sunday,5,2025
2025-05-19,Chicken Breast Strips,323.0,Monday,5,2025
2025-05-20,Chicken Breast Strips,2290.0,Tuesday,5,2025
2025-05-21,Chicken Breast Strips,281.0,Wednesday,5,2025
2025-05-22,Chicken Breast Strips,402.0,Thursday,5,2025
2025-05-23,Chicken Breast Strips,106.0,Friday,5,2025
2025-05-24,Chicken Breast Strips,644.0,Saturday,5,2025
2025-05-25,Chicken Breast Strips,527.0,Sunday,5,2025
2025-05-26,Chicken Breast Strips,318.0,Monday,5,2025
2025-05-27,Chicken Breast Strips,2399.0,Tuesday,5,2025
2025-05-28,Chicken Breast Strips,381.0,Wednesday,5,2025
2025-05-29,Chicken Breast Strips,457.0,Thursday,5,2025
2025-05-30,Chicken Breast Strips,313.0,Friday,5,2025
2025-05-31,Chicken Breast Strips,440.0,Saturday,5,2025
2025-06-01,Chicken Breast Strips,271.0,Sunday,6,2025
2025-06-02,Chicken Breast Strips,252.0,Monday,6,2025
2025-06-03,Chicken Breast Strips,2248.0,Tuesday,6,2025
2025-06-04,Chicken Breast Strips,471.0,Wednesday,6,2025
2025-06-05,Chicken Breast Strips,143.0,Thursday,6,2025
2025-06-06,Chicken Breast Strips,143.0,Friday,6,2025
2025-06-07,Chicken Breast Strips,130.0,Saturday,6,2025
2025-06-08,Chicken Breast Strips,101.0,Sunday,6,2025
2025-06-09,Chicken Breast Strips,83.0,Monday,6,2025
2025-06-10,Chicken Breast Strips,938.0,Tuesday,6,2025
2025-06-11,Chicken Breast Strips,152.0,Wednesday,6,2025
2025-06-12,Chicken Breast Strips,130.0,Thursday,6,2025
2025-06-13,Chicken Breast Strips,87.0,Friday,6,2025
2025-06-14,Chicken Breast Strips,495.0,Saturday,6,2025
2025-06-15,Chicken Breast Strips,254.0,Sunday,6,2025
2025-06-16,Chicken Breast Strips,307.0,Monday,6,2025
2025-06-17,Chicken Breast Strips,2195.0,Tuesday,6,2025
2025-06-18,Chicken Breast Strips,451.0,Wednesday,6,2025
2025-06-19,Chicken Breast Strips,662.0,Thursday,6,2025
2025-06-20,Chicken Breast Strips,166.0,Friday,6,2025
2025-06-21,Chicken Breast Strips,411.0,Saturday,6,2025
2025-06-22,Chicken Breast Strips,368.0,Sunday,6,2025
2025-06-23,Chicken Breast Strips,606.0,Monday,6,2025
2025-06-24,Chicken Breast Strips,2288.0,Tuesday,6,2025
2025-06-25,Chicken Breast Strips,504.0,Wednesday,6,2025
2025-06-26,Chicken Breast Strips,466.0,Thursday,6,2025
2025-06-27,Chicken Breast Strips,136.0,Friday,6,2025
2025-06-28,Chicken Breast Strips,500.0,Saturday,6,2025
2025-06-29,Chicken Breast Strips,372.0,Sunday,6,2025
2025-06-30,Chicken Breast Strips,405.0,Monday,6,2025
2025-07-01,Chicken Breast Strips,2372.0,Tuesday,7,2025
2025-07-02,Chicken Breast Strips,343.0,Wednesday,7,2025
2025-07-03,Chicken Breast Strips,582.0,Thursday,7,2025
2025-07-04,Chicken Breast Strips,22.0,Friday,7,2025
2025-07-05,Chicken Breast Strips,600.0,Saturday,7,2025
2025-07-06,Chicken Breast Strips,185.0,Sunday,7,2025
2025-07-07,Chicken Breast Strips,366.0,Monday,7,2025
2025-07-08,Chicken Breast Strips,2433.0,Tuesday,7,2025
2025-07-09,Chicken Breast Strips,421.0,Wednesday,7,2025
2025-07-10,Chicken Breast Strips,460.0,Thursday,7,2025
2025-07-11,Chicken Breast Strips,204.0,Friday,7,2025
2025-07-12,Chicken Breast Strips,594.0,Saturday,7,2025
2025-07-13,Chicken Breast Strips,471.0,Sunday,7,2025
2025-07-14,Chicken Breast Strips,305.0,Monday,7,2025
2025-07-15,Chicken Breast Strips,2517.0,Tuesday,7,2025
2025-07-16,Chicken Breast Strips,420.0,Wednesday,7,2025
2025-07-17,Chicken Breast Strips,515.0,Thursday,7,2025
2025-07-18,Chicken Breast Strips,163.0,Friday,7,2025
2025-07-19,Chicken Breast Strips,440.0,Saturday,7,2025
2025-07-20,Chicken Breast Strips,371.0,Sunday,7,2025
2025-07-21,Chicken Breast Strips,280.0,Monday,7,2025
2025-07-22,Chicken Breast Strips,2485.0,Tuesday,7,2025
2025-07-23,Chicken Breast Strips,556.0,Wednesday,7,2025
2025-07-24,Chicken Breast Strips,658.0,Thursday,7,2025
2025-07-25,Chicken Breast Strips,230.0,Friday,7,2025
2025-07-26,Chicken Breast Strips,371.0,Saturday,7,2025
2025-07-27,Chicken Breast Strips,210.0,Sunday,7,2025
2025-07-28,Chicken Breast Strips,551.0,Monday,7,2025
2025-07-29,Chicken Breast Strips,3509.0,Tuesday,7,2025
2025-07-30,Chicken Breast Strips,559.0,Wednesday,7,2025
2025-07-31,Chicken Breast Strips,372.0,Thursday,7,2025
2025-08-01,Chicken Breast Strips,254.0,Friday,8,2025
2025-08-02,Chicken Breast Strips,695.0,Saturday,8,2025
2025-08-03,Chicken Breast Strips,354.0,Sunday,8,2025
2025-08-04,Chicken Breast Strips,282.0,Monday,8,2025
2025-08-05,Chicken Breast Strips,1508.0,Tuesday,8,2025
2025-08-06,Chicken Breast Strips,265.0,Wednesday,8,2025
2025-08-07,Chicken Breast Strips,651.0,Thursday,8,2025
2025-08-08,Chicken Breast Strips,156.0,Friday,8,2025
2025-08-09,Chicken Breast Strips,667.0,Saturday,8,2025
2025-08-10,Chicken Breast Strips,419.0,Sunday,8,2025
2025-08-11,Chicken Breast Strips,341.0,Monday,8,2025
2025-08-12,Chicken Breast Strips,2707.0,Tuesday,8,2025
2025-08-13,Chicken Breast Strips,506.0,Wednesday,8,2025
2025-08-14,Chicken Breast Strips,406.0,Thursday,8,2025
2025-08-15,Chicken Breast Strips,198.0,Friday,8,2025
2025-08-16,Chicken Breast Strips,558.0,Saturday,8,2025
2025-08-17,Chicken Breast Strips,297.0,Sunday,8,2025
2025-08-18,Chicken Breast Strips,397.0,Monday,8,2025
2025-08-19,Chicken Breast Strips,3194.0,Tuesday,8,2025
2025-08-20,Chicken Breast Strips,400.0,Wednesday,8,2025
2025-08-21,Chicken Breast Strips,364.0,Thursday,8,2025
2025-08-22,Chicken Breast Strips,136.0,Friday,8,2025
2025-08-23,Chicken Breast Strips,638.0,Saturday,8,2025
2025-08-24,Chicken Breast Strips,377.0,Sunday,8,2025
2025-08-25,Chicken Breast Strips,441.0,Monday,8,2025
2025-08-26,Chicken Breast Strips,3262.0,Tuesday,8,2025
2025-08-27,Chicken Breast Strips,358.0,Wednesday,8,2025
2025-08-28,Chicken Breast Strips,468.0,Thursday,8,2025
2025-08-29,Chicken Breast Strips,172.0,Friday,8,2025
2025-08-30,Chicken Breast Strips,615.0,Saturday,8,2025
2025-08-31,Chicken Breast Strips,437.0,Sunday,8,2025
2025-09-01,Chicken Breast Strips,306.0,Monday,9,2025
2025-09-02,Chicken Breast Strips,3236.0,Tuesday,9,2025
2025-09-03,Chicken Breast Strips,228.0,Wednesday,9,2025
2025-09-04,Chicken Breast Strips,496.0,Thursday,9,2025
2025-09-05,Chicken Breast Strips,162.0,Friday,9,2025
2025-09-06,Chicken Breast Strips,531.0,Saturday,9,2025
2025-09-07,Chicken Breast Strips,335.0,Sunday,9,2025
2025-09-08,Chicken Breast Strips,258.0,Monday,9,2025
2025-09-09,Chicken Breast Strips,3089.0,Tuesday,9,2025
2025-09-10,Chicken Breast Strips,442.0,Wednesday,9,2025
2025-09-11,Chicken Breast Strips,585.0,Thursday,9,2025
2025-09-12,Chicken Breast Strips,212.0,Friday,9,2025
2025-09-13,Chicken Breast Strips,590.0,Saturday,9,2025
2025-09-14,Chicken Breast Strips,261.0,Sunday,9,2025
2025-09-15,Chicken Breast Strips,396.0,Monday,9,2025
2025-09-16,Chicken Breast Strips,3259.0,Tuesday,9,2025
2025-09-17,Chicken Breast Strips,512.0,Wednesday,9,2025
2025-09-18,Chicken Breast Strips,428.0,Thursday,9,2025
2025-09-19,Chicken Breast Strips,191.0,Friday,9,2025
2025-09-20,Chicken Breast Strips,608.0,Saturday,9,2025
2025-09-21,Chicken Breast Strips,343.0,Sunday,9,2025
2025-09-22,Chicken Breast Strips,377.0,Monday,9,2025
2025-09-23,Chicken Breast Strips,3119.0,Tuesday,9,2025
2025-09-24,Chicken Breast Strips,560.0,Wednesday,9,2025
2025-09-25,Chicken Breast Strips,407.0,Thursday,9,2025
2025-09-26,Chicken Breast Strips,155.0,Friday,9,2025
2025-09-27,Chicken Breast Strips,583.0,Saturday,9,2025
2025-09-28,Chicken Breast Strips,517.0,Sunday,9,2025
2025-09-29,Chicken Breast Strips,400.0,Monday,9,2025
2025-09-30,Chicken Breast Strips,1709.0,Tuesday,9,2025
2025-10-01,Chicken Breast Strips,127.0,Wednesday,10,2025
2025-10-02,Chicken Breast Strips,159.0,Thursday,10,2025
2025-10-03,Chicken Breast Strips,119.0,Friday,10,2025
2025-10-04,Chicken Breast Strips,521.0,Saturday,10,2025
2025-10-05,Chicken Breast Strips,399.0,Sunday,10,2025
2025-10-06,Chicken Breast Strips,385.0,Monday,10,2025
2025-10-07,Chicken Breast Strips,3051.0,Tuesday,10,2025
2025-10-08,Chicken Breast Strips,322.0,Wednesday,10,2025
2025-10-09,Chicken Breast Strips,444.0,Thursday,10,2025
2025-10-10,Chicken Breast Strips,139.0,Friday,10,2025
2025-10-11,Chicken Breast Strips,706.0,Saturday,10,2025
2025-10-12,Chicken Breast Strips,400.0,Sunday,10,2025
2025-10-13,Chicken Breast Strips,356.0,Monday,10,2025
2025-10-14,Chicken Breast Strips,2890.0,Tuesday,10,2025
2025-10-15,Chicken Breast Strips,531.0,Wednesday,10,2025
2025-10-16,Chicken Breast Strips,343.0,Thursday,10,2025
2025-10-17,Chicken Breast Strips,145.0,Friday,10,2025
2025-10-18,Chicken Breast Strips,605.0,Saturday,10,2025
2025-10-19,Chicken Breast Strips,512.0,Sunday,10,2025
2025-10-20,Chicken Breast Strips,709.0,Monday,10,2025
2025-10-21,Chicken Breast Strips,2730.0,Tuesday,10,2025
2025-10-22,Chicken Breast Strips,324.0,Wednesday,10,2025
2025-10-23,Chicken Breast Strips,430.0,Thursday,10,2025
2025-10-24,Chicken Breast Strips,173.0,Friday,10,2025
2025-10-25,Chicken Breast Strips,639.0,Saturday,10,2025
2025-10-26,Chicken Breast Strips,383.0,Sunday,10,2025
2025-10-27,Chicken Breast Strips,396.0,Monday,10,2025
2025-10-28,Chicken Breast Strips,3206.0,Tuesday,10,2025
2025-10-29,Chicken Breast Strips,418.0,Wednesday,10,2025
2025-10-30,Chicken Breast Strips,298.0,Thursday,10,2025
2025-10-31,Chicken Breast Strips,134.0,Friday,10,2025
2025-11-01,Chicken Breast Strips,653.0,Saturday,11,2025
2025-11-02,Chicken Breast Strips,303.0,Sunday,11,2025
2025-11-03,Chicken Breast Strips,302.0,Monday,11,2025
2025-11-04,Chicken Breast Strips,3139.0,Tuesday,11,2025
2025-11-05,Chicken Breast Strips,440.0,Wednesday,11,2025
2025-11-06,Chicken Breast Strips,749.0,Thursday,11,2025
2025-11-07,Chicken Breast Strips,186.0,Friday,11,2025
2025-11-08,Chicken Breast Strips,662.0,Saturday,11,2025
2025-11-09,Chicken Breast Strips,309.0,Sunday,11,2025
2025-11-10,Chicken Breast Strips,329.0,Monday,11,2025
2025-11-11,Chicken Breast Strips,2540.0,Tuesday,11,2025
2025-11-12,Chicken Breast Strips,308.0,Wednesday,11,2025
2025-11-13,Chicken Breast Strips,360.0,Thursday,11,2025
2025-11-14,Chicken Breast Strips,140.0,Friday,11,2025
2025-11-15,Chicken Breast Strips,649.0,Saturday,11,2025
2025-11-16,Chicken Breast Strips,229.0,Sunday,11,2025
2025-11-17,Chicken Breast Strips,299.0,Monday,11,2025
2025-11-18,Chicken Breast Strips,2974.0,Tuesday,11,2025
2025-11-19,Chicken Breast Strips,407.0,Wednesday,11,2025
2025-11-20,Chicken Breast Strips,376.0,Thursday,11,2025
2025-11-21,Chicken Breast Strips,109.0,Friday,11,2025
2025-11-22,Chicken Breast Strips,537.0,Saturday,11,2025
2025-11-23,Chicken Breast Strips,359.0,Sunday,11,2025
2025-11-24,Chicken Breast Strips,350.0,Monday,11,2025
2025-11-25,Chicken Breast Strips,2774.0,Tuesday,11,2025
2025-11-26,Chicken Breast Strips,362.0,Wednesday,11,2025
2025-11-27,Chicken Breast Strips,301.0,Thursday,11,2025
2025-11-28,Chicken Breast Strips,183.0,Friday,11,2025
2025-11-29,Chicken Breast Strips,148.0,Saturday,11,2025
2025-11-30,Chicken Breast Strips,154.0,Sunday,11,2025
2025-12-01,Chicken Breast Strips,337.0,Monday,12,2025
2025-12-02,Chicken Breast Strips,3143.0,Tuesday,12,2025
2025-12-03,Chicken Breast Strips,297.0,Wednesday,12,2025
2025-12-04,Chicken Breast Strips,482.0,Thursday,12,2025
2025-12-05,Chicken Breast Strips,143.0,Friday,12,2025
2025-12-06,Chicken Breast Strips,668.0,Saturday,12,2025
2025-12-07,Chicken Breast Strips,350.0,Sunday,12,2025
2025-12-08,Chicken Breast Strips,332.0,Monday,12,2025
2025-12-09,Chicken Breast Strips,2358.0,Tuesday,12,2025
2025-12-10,Chicken Breast Strips,630.0,Wednesday,12,2025
2025-12-11,Chicken Breast Strips,312.0,Thursday,12,2025
2025-12-12,Chicken Breast Strips,192.0,Friday,12,2025
2025-12-13,Chicken Breast Strips,592.0,Saturday,12,2025
2025-12-14,Chicken Breast Strips,313.0,Sunday,12,2025
2025-12-15,Chicken Breast Strips,290.0,Monday,12,2025
2025-12-16,Chicken Breast Strips,3304.0,Tuesday,12,2025
2025-12-17,Chicken Breast Strips,362.0,Wednesday,12,2025
2025-12-18,Chicken Breast Strips,301.0,Thursday,12,2025
2025-12-19,Chicken Breast Strips,183.0,Friday,12,2025
2025-12-20,Chicken Breast Strips,148.0,Saturday,12,2025
2025-12-21,Chicken Breast Strips,335.0,Sunday,12,2025
2025-12-22,Chicken Breast Strips,344.0,Monday,12,2025
2025-12-23,Chicken Breast Strips,2610.0,Tuesday,12,2025
2025-12-24,Chicken Breast Strips,426.0,Wednesday,12,2025
2025-12-25,Chicken Breast Strips,140.0,Thursday,12,2025
2025-12-26,Chicken Breast Strips,141.0,Friday,12,2025
2025-12-27,Chicken Breast Strips,544.0,Saturday,12,2025
2025-12-28,Chicken Breast Strips,396.0,Sunday,12,2025
2025-12-29,Chicken Breast Strips,309.0,Monday,12,2025
2025-12-30,Chicken Breast Strips,2814.0,Tuesday,12,2025
2025-12-31,Chicken Breast Strips,151.0,Wednesday,12,2025
2026-01-01,Chicken Breast Strips,419.0,Thursday,1,2026
2026-01-02,Chicken Breast Strips,137.0,Friday,1,2026
2026-01-03,Chicken Breast Strips,509.0,Saturday,1,2026
2026-01-04,Chicken Breast Strips,866.0,Sunday,1,2026
2026-01-05,Chicken Breast Strips,277.0,Monday,1,2026
2026-01-06,Chicken Breast Strips,2585.0,Tuesday,1,2026
2026-01-07,Chicken Breast Strips,565.0,Wednesday,1,2026
2026-01-08,Chicken Breast Strips,245.0,Thursday,1,2026
2026-01-09,Chicken Breast Strips,167.0,Friday,1,2026
2026-01-10,Chicken Breast Strips,411.0,Saturday,1,2026
2026-01-11,Chicken Breast Strips,433.0,Sunday,1,2026
2026-01-12,Chicken Breast Strips,357.0,Monday,1,2026
2026-01-13,Chicken Breast Strips,2628.0,Tuesday,1,2026
2026-01-14,Chicken Breast Strips,284.0,Wednesday,1,2026
2026-01-15,Chicken Breast Strips,367.0,Thursday,1,2026
2026-01-16,Chicken Breast Strips,167.0,Friday,1,2026
2026-01-17,Chicken Breast Strips,442.0,Saturday,1,2026
2026-01-18,Chicken Breast Strips,468.0,Sunday,1,2026
2026-01-19,Chicken Breast Strips,271.0,Monday,1,2026
2026-01-20,Chicken Breast Strips,2465.0,Tuesday,1,2026
2026-01-21,Chicken Breast Strips,358.0,Wednesday,1,2026
2026-01-22,Chicken Breast Strips,272.0,Thursday,1,2026
2026-01-23,Chicken Breast Strips,143.0,Friday,1,2026
2026-01-24,Chicken Breast Strips,577.0,Saturday,1,2026
2026-01-25,Chicken Breast Strips,458.0,Sunday,1,2026
2026-01-26,Chicken Breast Strips,340.0,Monday,1,2026
2026-01-27,Chicken Breast Strips,2498.0,Tuesday,1,2026
2026-01-28,Chicken Breast Strips,261.0,Wednesday,1,2026
2026-01-29,Chicken Breast Strips,312.0,Thursday,1,2026
2026-01-30,Chicken Breast Strips,127.0,Friday,1,2026
2026-01-31,Chicken Breast Strips,485.0,Saturday,1,2026
2026-02-01,Chicken Breast Strips,235.0,Sunday,2,2026
2026-02-02,Chicken Breast Strips,170.0,Monday,2,2026
2026-02-03,Chicken Breast Strips,2041.0,Tuesday,2,2026
2026-02-04,Chicken Breast Strips,147.0,Wednesday,2,2026
2026-02-05,Chicken Breast Strips,378.0,Thursday,2,2026
2026-02-06,Chicken Breast Strips,127.0,Friday,2,2026
2026-02-07,Chicken Breast Strips,547.0,Saturday,2,2026
2026-02-08,Chicken Breast Strips,378.0,Sunday,2,2026
2026-02-09,Chicken Breast Strips,398.0,Monday,2,2026
2026-02-10,Chicken Breast Strips,2193.0,Tuesday,2,2026
2026-02-11,Chicken Breast Strips,108.0,Wednesday,2,2026
2026-02-12,Chicken Breast Strips,64.0,Thursday,2,2026
2026-02-13,Chicken Breast Strips,88.0,Friday,2,2026
2026-02-14,Chicken Breast Strips,702.0,Saturday,2,2026
2026-02-15,Chicken Breast Strips,189.0,Sunday,2,2026
2026-02-16,Chicken Breast Strips,231.0,Monday,2,2026
2026-02-17,Chicken Breast Strips,2443.0,Tuesday,2,2026
2026-02-18,Chicken Breast Strips,262.0,Wednesday,2,2026
2026-02-19,Chicken Breast Strips,108.0,Thursday,2,2026
2026-02-20,Chicken Breast Strips,59.0,Friday,2,2026
2026-02-21,Chicken Breast Strips,220.0,Saturday,2,2026
2026-02-22,Chicken Breast Strips,72.0,Sunday,2,2026
2026-02-23,Chicken Breast Strips,92.0,Monday,2,2026
2026-02-24,Chicken Breast Strips,1226.0,Tuesday,2,2026
2026-02-25,Chicken Breast Strips,256.0,Wednesday,2,2026
2026-02-26,Chicken Breast Strips,262.0,Thursday,2,2026
2026-02-27,Chicken Breast Strips,116.0,Friday,2,2026
2026-02-28,Chicken Breast Strips,418.0,Saturday,2,2026
2026-03-01,Chicken Breast Strips,150.0,Sunday,3,2026
2026-03-02,Chicken Breast Strips,128.0,Monday,3,2026
2026-03-03,Chicken Breast Strips,1900.0,Tuesday,3,2026
2026-03-04,Chicken Breast Strips,132.0,Wednesday,3,2026
2026-03-05,Chicken Breast Strips,402.0,Thursday,3,2026
2026-03-06,Chicken Breast Strips,95.0,Friday,3,2026
2026-03-07,Chicken Breast Strips,371.0,Saturday,3,2026
2026-03-08,Chicken Breast Strips,234.0,Sunday,3,2026
2026-03-09,Chicken Breast Strips,162.0,Monday,3,2026
2026-03-10,Chicken Breast Strips,1716.0,Tuesday,3,2026
2026-03-11,Chicken Breast Strips,134.0,Wednesday,3,2026
2026-03-12,Chicken Breast Strips,176.0,Thursday,3,2026
2026-03-13,Chicken Breast Strips,142.0,Friday,3,2026
2026-03-14,Chicken Breast Strips,537.0,Saturday,3,2026
2026-03-15,Chicken Breast Strips,160.0,Sunday,3,2026
2026-03-16,Chicken Breast Strips,357.0,Monday,3,2026
2026-03-17,Chicken Breast Strips,1296.0,Tuesday,3,2026
2026-03-18,Chicken Breast Strips,138.0,Wednesday,3,2026
2026-03-19,Chicken Breast Strips,110.0,Thursday,3,2026
2026-03-20,Chicken Breast Strips,117.0,Friday,3,2026
2026-03-21,Chicken Breast Strips,300.0,Saturday,3,2026
2026-03-22,Chicken Breast Strips,202.0,Sunday,3,2026
2026-03-23,Chicken Breast Strips,183.0,Monday,3,2026
2026-03-24,Chicken Breast Strips,1994.0,Tuesday,3,2026
2026-03-25,Chicken Breast Strips,231.0,Wednesday,3,2026
2026-03-26,Chicken Breast Strips,3243.0,Thursday,3,2026
2026-03-27,Chicken Breast Strips,125.0,Friday,3,2026
2026-03-28,Chicken Breast Strips,665.0,Saturday,3,2026
2026-03-29,Chicken Breast Strips,632.0,Sunday,3,2026
2026-03-30,Chicken Breast Strips,298.0,Monday,3,2026
2026-03-31,Chicken Breast Strips,3074.0,Tuesday,3,2026
2026-04-01,Chicken Breast Strips,397.0,Wednesday,4,2026
2026-04-02,Chicken Breast Strips,349.0,Thursday,4,2026
2026-04-03,Chicken Breast Strips,197.0,Friday,4,2026
2026-04-04,Chicken Breast Strips,597.0,Saturday,4,2026
2026-04-05,Chicken Breast Strips,219.0,Sunday,4,2026
2026-04-06,Chicken Breast Strips,394.0,Monday,4,2026
2026-04-07,Chicken Breast Strips,2326.0,Tuesday,4,2026
